No.,Time,CO2(ppm),Temperature(°C),Relative Humidity(%RH)
1127, 05/01/22 16:34:47,410,22,20.5
1128, 05/01/22 16:39:47,411,22,20.5
1129, 05/01/22 16:44:47,411,22,20.5
1130, 05/01/22 16:49:47,411,22,20.4
1131, 05/01/22 16:54:47,412,22.1,20.4
1132, 05/01/22 16:59:47,411,22,20.4
1133, 05/01/22 17:04:47,412,22,20.4
1134, 05/01/22 17:09:47,411,22.1,20.5
1135, 05/01/22 17:14:47,410,22,20.7
1136, 05/01/22 17:19:47,411,22,21
1137, 05/01/22 17:24:47,412,22,21.2
1138, 05/01/22 17:29:47,411,22.1,21.4
1139, 05/01/22 17:34:47,412,22,21.5
1140, 05/01/22 17:39:47,412,22,21.6
1141, 05/01/22 17:44:47,411,22,21.4
1142, 05/01/22 17:49:47,411,22.1,21.4
1143, 05/01/22 17:54:47,411,22.1,21.4
1144, 05/01/22 17:59:47,411,22,21.3
1145, 05/01/22 18:04:47,411,22.1,21.3
1146, 05/01/22 18:09:47,412,22.1,21.3
1147, 05/01/22 18:14:47,411,22.1,21.3
1148, 05/01/22 18:19:47,410,22.1,21.2
1149, 05/01/22 18:24:47,411,22.1,21.3
1150, 05/01/22 18:29:47,410,22.1,21.2
1151, 05/01/22 18:34:47,410,22.2,21.2
1152, 05/01/22 18:39:47,410,22.2,21.2
1153, 05/01/22 18:44:47,411,22.2,21.2
1154, 05/01/22 18:49:47,411,22.2,21.2
1155, 05/01/22 18:54:47,410,22.2,21.2
1156, 05/01/22 18:59:47,409,22.2,21.2
1157, 05/01/22 19:04:47,409,22.2,21.2
1158, 05/01/22 19:09:47,410,22.2,21.1
1159, 05/01/22 19:14:47,410,22.2,21.2
1160, 05/01/22 19:19:47,409,22.2,21.2
1161, 05/01/22 19:24:47,409,22.2,21.1
1162, 05/01/22 19:29:47,411,22.2,21.1
1163, 05/01/22 19:34:47,410,22.3,21.2
1164, 05/01/22 19:39:47,410,22.2,21.2
1165, 05/01/22 19:44:47,410,22.2,21.2
1166, 05/01/22 19:49:47,410,22.2,21.2
1167, 05/01/22 19:54:47,410,22.2,21.2
1168, 05/01/22 19:59:47,410,22.1,21.3
1169, 05/01/22 20:04:47,410,22.1,21.3
1170, 05/01/22 20:09:47,410,22.1,21.2
1171, 05/01/22 20:14:47,409,22.1,21.2
1172, 05/01/22 20:19:47,411,22.1,21.3
1173, 05/01/22 20:24:47,410,22,21.3
1174, 05/01/22 20:29:47,409,22,21.3
1175, 05/01/22 20:34:47,408,22,21.4
1176, 05/01/22 20:39:47,410,22.1,21.4
1177, 05/01/22 20:44:47,409,22.1,21.4
1178, 05/01/22 20:49:47,409,22.1,21.4
1179, 05/01/22 20:54:47,410,22.1,21.4
1180, 05/01/22 20:59:47,409,22.1,21.3
1181, 05/01/22 21:04:47,408,22.1,21.4
1182, 05/01/22 21:09:47,408,22.2,21.3
1183, 05/01/22 21:14:47,407,22.1,21.3
1184, 05/01/22 21:19:47,408,22.2,21.3
1185, 05/01/22 21:24:47,406,22.1,21.3
1186, 05/01/22 21:29:47,407,22.2,21.3
1187, 05/01/22 21:34:47,408,22.2,21.3
1188, 05/01/22 21:39:47,409,22.2,21.3
1189, 05/01/22 21:44:47,407,22.2,21.3
1190, 05/01/22 21:49:47,407,22.3,21.3
1191, 05/01/22 21:54:47,407,22.2,21.3
1192, 05/01/22 21:59:47,407,22.2,21.3
1193, 05/01/22 22:04:47,408,22.1,21.3
1194, 05/01/22 22:09:47,409,22.1,21.3
1195, 05/01/22 22:14:47,408,22.2,21.3
1196, 05/01/22 22:19:47,408,22.2,21.4
1197, 05/01/22 22:24:47,408,22.2,21.3
1198, 05/01/22 22:29:47,408,22.2,21.3
1199, 05/01/22 22:34:47,407,22.2,21.4
1200, 05/01/22 22:39:47,407,22.2,21.3
1201, 05/01/22 22:44:47,407,22.2,21.3
1202, 05/01/22 22:49:47,407,22.2,21.3
1203, 05/01/22 22:54:47,407,22.2,21.4
1204, 05/01/22 22:59:47,407,22.2,21.4
1205, 05/01/22 23:04:47,406,22.1,21.4
1206, 05/01/22 23:09:47,405,22.2,21.4
1207, 05/01/22 23:14:47,406,22.2,21.4
1208, 05/01/22 23:19:47,406,22.3,21.3
1209, 05/01/22 23:24:47,407,22.3,21.4
1210, 05/01/22 23:29:47,406,22.3,21.3
1211, 05/01/22 23:34:47,406,22.2,21.4
1212, 05/01/22 23:39:47,406,22.2,21.4
1213, 05/01/22 23:44:47,406,22.2,21.4
1214, 05/01/22 23:49:47,406,22.2,21.5
1215, 05/01/22 23:54:47,406,22.1,21.5
1216, 05/01/22 23:59:47,406,22.2,21.5
1217, 05/02/22 00:04:47,406,22.2,21.4
1218, 05/02/22 00:09:47,405,22.2,21.5
1219, 05/02/22 00:14:47,407,22.2,21.5
1220, 05/02/22 00:19:47,406,22.2,21.5
1221, 05/02/22 00:24:47,406,22.2,21.5
1222, 05/02/22 00:29:47,405,22.2,21.5
1223, 05/02/22 00:34:47,406,22.2,21.5
1224, 05/02/22 00:39:47,406,22.2,21.5
1225, 05/02/22 00:44:47,406,22.2,21.5
1226, 05/02/22 00:49:47,406,22.2,21.5
1227, 05/02/22 00:54:47,406,22.2,21.5
1228, 05/02/22 00:59:47,406,22.2,21.5
1229, 05/02/22 01:04:47,405,22.2,21.5
1230, 05/02/22 01:09:47,405,22.2,21.5
1231, 05/02/22 01:14:47,406,22.2,21.5
1232, 05/02/22 01:19:47,408,22.2,21.5
1233, 05/02/22 01:24:47,406,22.2,21.5
1234, 05/02/22 01:29:47,406,22.2,21.5
1235, 05/02/22 01:34:47,405,22.2,21.6
1236, 05/02/22 01:39:47,405,22.1,21.6
1237, 05/02/22 01:44:47,406,22.2,21.6
1238, 05/02/22 01:49:47,406,22.2,21.6
1239, 05/02/22 01:54:47,407,22.2,21.5
1240, 05/02/22 01:59:47,406,22.2,21.5
1241, 05/02/22 02:04:47,405,22.2,21.6
1242, 05/02/22 02:09:47,406,22.2,21.6
1243, 05/02/22 02:14:47,405,22.2,21.6
1244, 05/02/22 02:19:47,405,22.2,21.7
1245, 05/02/22 02:24:47,406,22.2,21.6
1246, 05/02/22 02:29:47,405,22.1,21.7
1247, 05/02/22 02:34:47,405,22.2,21.6
1248, 05/02/22 02:39:47,405,22.2,21.6
1249, 05/02/22 02:44:47,406,22.3,21.6
1250, 05/02/22 02:49:47,405,22.3,21.6
1251, 05/02/22 02:54:47,405,22.2,21.6
1252, 05/02/22 02:59:47,406,22.2,21.6
1253, 05/02/22 03:04:47,404,22.2,21.7
1254, 05/02/22 03:09:47,405,22.2,21.7
1255, 05/02/22 03:14:47,404,22.1,21.7
1256, 05/02/22 03:19:47,404,22.2,21.7
1257, 05/02/22 03:24:47,404,22.2,21.7
1258, 05/02/22 03:29:47,405,22.2,21.7
1259, 05/02/22 03:34:47,404,22.2,21.7
1260, 05/02/22 03:39:47,404,22.2,21.7
1261, 05/02/22 03:44:47,406,22.2,21.7
1262, 05/02/22 03:49:47,405,22.1,21.8
1263, 05/02/22 03:54:47,405,22.1,21.8
1264, 05/02/22 03:59:47,405,22.1,21.8
1265, 05/02/22 04:04:47,405,22.2,21.7
1266, 05/02/22 04:09:47,405,22.2,21.8
1267, 05/02/22 04:14:47,405,22.2,21.8
1268, 05/02/22 04:19:47,405,22.2,21.8
1269, 05/02/22 04:24:47,404,22.1,21.8
1270, 05/02/22 04:29:47,404,22.1,21.8
1271, 05/02/22 04:34:47,403,22.2,21.8
1272, 05/02/22 04:39:47,404,22.2,21.7
1273, 05/02/22 04:44:47,404,22.3,21.7
1274, 05/02/22 04:49:47,404,22.3,21.7
1275, 05/02/22 04:54:47,403,22.2,21.7
1276, 05/02/22 04:59:47,403,22.2,21.8
1277, 05/02/22 05:04:47,404,22.1,21.8
1278, 05/02/22 05:09:47,404,22.2,21.8
1279, 05/02/22 05:14:47,404,22.1,21.9
1280, 05/02/22 05:19:47,403,22.2,21.8
1281, 05/02/22 05:24:47,404,22.2,21.8
1282, 05/02/22 05:29:47,405,22.2,21.8
1283, 05/02/22 05:34:47,404,22.3,21.8
1284, 05/02/22 05:39:47,404,22.2,21.8
1285, 05/02/22 05:44:47,403,22.2,21.9
1286, 05/02/22 05:49:47,403,22.1,21.9
1287, 05/02/22 05:54:47,403,22.1,21.9
1288, 05/02/22 05:59:47,404,22.2,21.9
1289, 05/02/22 06:04:47,404,22.2,22
1290, 05/02/22 06:09:47,407,22.2,21.9
1291, 05/02/22 06:14:47,406,22.2,21.9
1292, 05/02/22 06:19:47,405,22.2,21.9
1293, 05/02/22 06:24:47,405,22.2,21.9
1294, 05/02/22 06:29:47,404,22.2,22
1295, 05/02/22 06:34:47,404,22.2,22
1296, 05/02/22 06:39:47,404,22.2,22
1297, 05/02/22 06:44:47,404,22.2,21.9
1298, 05/02/22 06:49:47,405,22.2,21.9
1299, 05/02/22 06:54:47,405,22.2,21.9
1300, 05/02/22 06:59:47,404,22.2,21.9
1301, 05/02/22 07:04:47,405,22.2,22.1
1302, 05/02/22 07:09:47,406,22.2,22.4
1303, 05/02/22 07:14:47,409,22.1,22.7
1304, 05/02/22 07:19:47,410,22.1,23
1305, 05/02/22 07:24:47,410,22,23.2
1306, 05/02/22 07:29:47,412,22,23.3
1307, 05/02/22 07:34:47,413,22,23.3
1308, 05/02/22 07:39:47,413,22,23.3
1309, 05/02/22 07:44:47,412,22,23.2
1310, 05/02/22 07:49:47,411,22,23.2
1311, 05/02/22 07:54:47,413,22,23.1
1312, 05/02/22 07:59:47,413,22.1,23.1
1313, 05/02/22 08:04:47,411,22.1,22.9
1314, 05/02/22 08:09:47,411,22.1,22.9
1315, 05/02/22 08:14:47,412,22.1,22.9
1316, 05/02/22 08:19:47,413,22,23
1317, 05/02/22 08:24:47,413,22,23.1
1318, 05/02/22 08:29:47,414,22,23.1
1319, 05/02/22 08:34:47,413,22,23.2
1320, 05/02/22 08:39:47,414,22,23.1
1321, 05/02/22 08:44:47,412,22,23.2
1322, 05/02/22 08:49:47,412,22.1,23.2
1323, 05/02/22 08:54:47,412,22.1,23.2
1324, 05/02/22 08:59:47,413,22.1,23.1
1325, 05/02/22 09:04:47,413,22.1,23.1
1326, 05/02/22 09:09:47,415,22,23.2
1327, 05/02/22 09:14:47,413,22,23.1
1328, 05/02/22 09:19:47,413,22,23.2
1329, 05/02/22 09:24:47,413,22,23.1
1330, 05/02/22 09:29:47,413,22,23
1331, 05/02/22 09:34:47,415,22,23.1
1332, 05/02/22 09:39:47,416,22,22.9
1333, 05/02/22 09:44:47,418,22,22.9
1334, 05/02/22 09:49:47,418,22,22.7
1335, 05/02/22 09:54:47,420,22,22.7
1336, 05/02/22 09:59:47,420,22,22.6
1337, 05/02/22 10:04:47,420,22,22.6
1338, 05/02/22 10:09:47,420,22,22.6
1339, 05/02/22 10:14:47,420,22,22.5
1340, 05/02/22 10:19:47,418,22,22.4
1341, 05/02/22 10:24:47,417,22,22.3
1342, 05/02/22 10:29:47,417,22,22.2
1343, 05/02/22 10:34:47,416,22,22.3
1344, 05/02/22 10:39:47,416,22,22.4
1345, 05/02/22 10:44:47,415,22,22.3
1346, 05/02/22 10:49:47,415,22,22.3
1347, 05/02/22 10:54:47,415,22,22.2
1348, 05/02/22 10:59:47,413,22,22.2
1349, 05/02/22 11:04:47,412,22,22
1350, 05/02/22 11:09:47,412,22,21.8
1351, 05/02/22 11:14:47,411,22,21.7
1352, 05/02/22 11:19:47,411,22,21.6
1353, 05/02/22 11:24:47,410,22,21.5
1354, 05/02/22 11:29:47,411,22,21.6
1355, 05/02/22 11:34:47,411,22,21.4
1356, 05/02/22 11:39:47,412,22,21.4
1357, 05/02/22 11:44:47,411,22,21.5
1358, 05/02/22 11:49:47,411,22,21.7
1359, 05/02/22 11:54:47,411,22,21.7
1360, 05/02/22 11:59:47,411,22,21.7
1361, 05/02/22 12:04:47,410,22,21.8
1362, 05/02/22 12:09:47,409,22,22
1363, 05/02/22 12:14:47,410,22,22
1364, 05/02/22 12:19:47,409,22,22.1
1365, 05/02/22 12:24:47,409,22,22.2
1366, 05/02/22 12:29:47,408,22,22.2
1367, 05/02/22 12:34:47,409,22,22
1368, 05/02/22 12:39:47,409,22,21.9
1369, 05/02/22 12:44:47,411,22,21.9
1370, 05/02/22 12:49:47,409,22,22
1371, 05/02/22 12:54:47,409,22,21.9
1372, 05/02/22 12:59:47,409,22,21.7
1373, 05/02/22 13:04:47,409,22,21.6
1374, 05/02/22 13:09:47,409,22,21.5
1375, 05/02/22 13:14:47,409,22,21.4
1376, 05/02/22 13:19:47,409,22,21.4
1377, 05/02/22 13:24:47,410,22,21.3
1378, 05/02/22 13:29:47,410,22,21.2
1379, 05/02/22 13:34:47,410,22,21.2
1380, 05/02/22 13:39:47,410,22,21
1381, 05/02/22 13:44:47,411,22,20.9
1382, 05/02/22 13:49:47,409,22,20.8
1383, 05/02/22 13:54:47,411,22,20.6
1384, 05/02/22 13:59:47,410,22,20.6
1385, 05/02/22 14:04:47,411,22,20.6
1386, 05/02/22 14:09:47,412,22,20.7
1387, 05/02/22 14:14:47,412,22,20.8
1388, 05/02/22 14:19:47,412,22,21.1
1389, 05/02/22 14:24:47,413,22,21.2
1390, 05/02/22 14:29:47,412,22,21.4
1391, 05/02/22 14:34:47,412,22,21.5
1392, 05/02/22 14:39:47,411,22,21.5
1393, 05/02/22 14:44:47,413,22,21.6
1394, 05/02/22 14:49:47,424,22.1,21.7
1395, 05/02/22 14:54:47,436,22.1,21.7
1396, 05/02/22 14:59:47,445,22.2,21.9
1397, 05/02/22 15:04:47,475,22.3,22.3
1398, 05/02/22 15:09:47,510,22.4,22.4
1399, 05/02/22 15:14:47,545,22.4,22.6
1400, 05/02/22 15:19:47,568,22.4,22.7
1401, 05/02/22 15:24:47,570,22.5,22.8
1402, 05/02/22 15:29:47,571,22.5,22.9
1403, 05/02/22 15:34:47,567,22.5,22.9
1404, 05/02/22 15:39:47,581,22.5,23
1405, 05/02/22 15:44:47,588,22.5,23
1406, 05/02/22 15:49:47,590,22.5,23
1407, 05/02/22 15:54:47,595,22.5,23.1
1408, 05/02/22 15:59:47,599,22.5,23.2
1409, 05/02/22 16:04:47,609,22.5,23.3
1410, 05/02/22 16:09:47,585,22.6,23.5
1411, 05/02/22 16:14:47,599,22.6,23.3
1412, 05/02/22 16:19:47,589,22.6,23.4
1413, 05/02/22 16:24:47,583,22.6,23.4
1414, 05/02/22 16:29:47,584,22.6,23.5
1415, 05/02/22 16:34:47,579,22.6,23.5
1416, 05/02/22 16:39:47,572,22.6,23.4
1417, 05/02/22 16:44:47,557,22.6,23.4
1418, 05/02/22 16:49:47,543,22.6,23.3
1419, 05/02/22 16:54:47,527,22.6,23.2
1420, 05/02/22 16:59:47,521,22.6,23.2
1421, 05/02/22 17:04:47,531,22.6,23.1
1422, 05/02/22 17:09:47,531,22.7,23.2
1423, 05/02/22 17:14:47,527,22.7,23.1
1424, 05/02/22 17:19:47,524,22.6,23.1
1425, 05/02/22 17:24:47,521,22.6,23.1
1426, 05/02/22 17:29:47,519,22.6,23.2
1427, 05/02/22 17:34:47,505,22.6,22.9
1428, 05/02/22 17:39:47,474,22.5,22.7
1429, 05/02/22 17:44:47,452,22.4,22.7
1430, 05/02/22 17:49:47,439,22.3,22.7
1431, 05/02/22 17:54:47,431,22.3,22.8
1432, 05/02/22 17:59:47,426,22.3,22.8
1433, 05/02/22 18:04:47,421,22.2,22.9
1434, 05/02/22 18:09:47,419,22.2,23
1435, 05/02/22 18:14:47,417,22.2,23
1436, 05/02/22 18:19:47,414,22.1,23.2
1437, 05/02/22 18:24:47,413,22.2,23.3
1438, 05/02/22 18:29:47,411,22.2,23.4
1439, 05/02/22 18:34:47,411,22.2,23.6
1440, 05/02/22 18:39:47,410,22.1,23.7
1441, 05/02/22 18:44:47,411,22.1,23.9
1442, 05/02/22 18:49:47,410,22.1,24
1443, 05/02/22 18:54:47,410,22.1,24.1
1444, 05/02/22 18:59:47,409,22.1,24.3
1445, 05/02/22 19:04:47,407,22,24.4
1446, 05/02/22 19:09:47,407,22,24.6
1447, 05/02/22 19:14:47,408,22,24.7
1448, 05/02/22 19:19:47,408,22,24.8
1449, 05/02/22 19:24:47,407,22,25
1450, 05/02/22 19:29:47,407,22,25.2
1451, 05/02/22 19:34:47,407,22,25.3
1452, 05/02/22 19:39:47,406,22,25.5
1453, 05/02/22 19:44:47,406,21.9,25.6
1454, 05/02/22 19:49:47,406,22,25.8
1455, 05/02/22 19:54:47,406,22,25.9
1456, 05/02/22 19:59:47,407,21.9,26
1457, 05/02/22 20:04:47,406,21.9,26.1
1458, 05/02/22 20:09:47,407,21.9,26
1459, 05/02/22 20:14:47,408,21.9,26
1460, 05/02/22 20:19:47,407,21.9,26
1461, 05/02/22 20:24:47,405,21.9,26
1462, 05/02/22 20:29:47,408,21.9,26
1463, 05/02/22 20:34:47,408,21.9,25.9
1464, 05/02/22 20:39:47,407,21.9,25.8
1465, 05/02/22 20:44:47,408,22,25.8
1466, 05/02/22 20:49:47,406,22,25.8
1467, 05/02/22 20:54:47,407,21.9,25.8
1468, 05/02/22 20:59:47,407,21.9,25.7
1469, 05/02/22 21:04:47,407,22,25.7
1470, 05/02/22 21:09:47,410,22,25.7
1471, 05/02/22 21:14:47,409,21.9,25.6
1472, 05/02/22 21:19:47,410,21.9,25.7
1473, 05/02/22 21:24:47,411,22,25.6
1474, 05/02/22 21:29:47,411,22,25.6
1475, 05/02/22 21:34:47,412,22.1,25.5
1476, 05/02/22 21:39:47,411,22.1,25.4
1477, 05/02/22 21:44:47,413,22.2,25.3
1478, 05/02/22 21:49:47,414,22.2,25.3
1479, 05/02/22 21:54:47,414,22.2,25.3
1480, 05/02/22 21:59:47,416,22.2,25.3
1481, 05/02/22 22:04:47,416,22.2,25.3
1482, 05/02/22 22:09:47,418,22.2,25.3
1483, 05/02/22 22:14:47,417,22.1,25.3
1484, 05/02/22 22:19:47,417,22.1,25.3
1485, 05/02/22 22:24:47,419,22.2,25.2
1486, 05/02/22 22:29:47,419,22.3,25.1
1487, 05/02/22 22:34:47,420,22.3,25.1
1488, 05/02/22 22:39:47,420,22.3,25.1
1489, 05/02/22 22:44:47,420,22.2,25.1
1490, 05/02/22 22:49:47,421,22.2,25.2
1491, 05/02/22 22:54:47,420,22.1,25.1
1492, 05/02/22 22:59:47,421,22.1,25.2
1493, 05/02/22 23:04:47,421,22.1,25.1
1494, 05/02/22 23:09:47,421,22.2,25.2
1495, 05/02/22 23:14:47,421,22.2,25.1
1496, 05/02/22 23:19:47,422,22.3,25
1497, 05/02/22 23:24:47,423,22.3,25
1498, 05/02/22 23:29:47,423,22.2,25
1499, 05/02/22 23:34:47,423,22.2,25.1
1500, 05/02/22 23:39:47,424,22.1,25.1
1501, 05/02/22 23:44:47,423,22.1,25.1
1502, 05/02/22 23:49:47,424,22.1,25.1
1503, 05/02/22 23:54:47,425,22.2,25.1
1504, 05/02/22 23:59:47,423,22.2,25
1505, 05/03/22 00:04:47,424,22.2,25
1506, 05/03/22 00:09:47,424,22.3,25
1507, 05/03/22 00:14:47,425,22.2,25
1508, 05/03/22 00:19:47,425,22.2,25
1509, 05/03/22 00:24:47,426,22.2,25
1510, 05/03/22 00:29:47,426,22.2,25
1511, 05/03/22 00:34:47,426,22.1,25
1512, 05/03/22 00:39:47,427,22.1,25
1513, 05/03/22 00:44:47,427,22.1,25
1514, 05/03/22 00:49:47,428,22.3,24.9
1515, 05/03/22 00:54:47,428,22.3,24.9
1516, 05/03/22 00:59:47,428,22.3,25
1517, 05/03/22 01:04:47,428,22.2,25
1518, 05/03/22 01:09:47,429,22.2,25
1519, 05/03/22 01:14:47,429,22.1,25
1520, 05/03/22 01:19:47,430,22.2,25
1521, 05/03/22 01:24:47,430,22.2,25
1522, 05/03/22 01:29:47,430,22.2,25
1523, 05/03/22 01:34:47,429,22.2,24.9
1524, 05/03/22 01:39:47,431,22.3,24.8
1525, 05/03/22 01:44:47,431,22.3,24.9
1526, 05/03/22 01:49:47,432,22.2,24.9
1527, 05/03/22 01:54:47,432,22.2,24.9
1528, 05/03/22 01:59:47,433,22.2,24.9
1529, 05/03/22 02:04:47,433,22.2,25
1530, 05/03/22 02:09:47,433,22.2,25
1531, 05/03/22 02:14:47,433,22.2,24.9
1532, 05/03/22 02:19:47,433,22.2,24.9
1533, 05/03/22 02:24:47,434,22.2,24.8
1534, 05/03/22 02:29:47,433,22.2,24.9
1535, 05/03/22 02:34:47,434,22.2,25
1536, 05/03/22 02:39:47,435,22.2,25
1537, 05/03/22 02:44:47,434,22.2,25
1538, 05/03/22 02:49:47,433,22.2,25
1539, 05/03/22 02:54:47,434,22.2,25
1540, 05/03/22 02:59:47,434,22.2,24.9
1541, 05/03/22 03:04:47,435,22.2,24.9
1542, 05/03/22 03:09:47,436,22.2,24.9
1543, 05/03/22 03:14:47,435,22.2,24.9
1544, 05/03/22 03:19:47,435,22.1,25
1545, 05/03/22 03:24:47,435,22.1,25
1546, 05/03/22 03:29:47,435,22.1,25
1547, 05/03/22 03:34:47,435,22.2,25
1548, 05/03/22 03:39:47,435,22.2,24.9
1549, 05/03/22 03:44:47,435,22.3,24.8
1550, 05/03/22 03:49:47,437,22.3,24.9
1551, 05/03/22 03:54:47,436,22.2,24.9
1552, 05/03/22 03:59:47,437,22.2,24.9
1553, 05/03/22 04:04:47,437,22.2,24.9
1554, 05/03/22 04:09:47,438,22.2,24.9
1555, 05/03/22 04:14:47,438,22.1,24.9
1556, 05/03/22 04:19:47,436,22.2,25
1557, 05/03/22 04:24:47,436,22.2,24.9
1558, 05/03/22 04:29:47,437,22.3,24.9
1559, 05/03/22 04:34:47,437,22.2,24.8
1560, 05/03/22 04:39:47,438,22.2,24.9
1561, 05/03/22 04:44:47,437,22.2,24.9
1562, 05/03/22 04:49:47,438,22.2,24.9
1563, 05/03/22 04:54:47,437,22.2,24.9
1564, 05/03/22 04:59:47,438,22.1,24.9
1565, 05/03/22 05:04:47,437,22.2,24.9
1566, 05/03/22 05:09:47,436,22.2,24.9
1567, 05/03/22 05:14:47,437,22.2,24.9
1568, 05/03/22 05:19:47,436,22.2,24.9
1569, 05/03/22 05:24:47,436,22.2,24.9
1570, 05/03/22 05:29:47,435,22.2,24.9
1571, 05/03/22 05:34:47,435,22.2,24.9
1572, 05/03/22 05:39:47,436,22.1,24.9
1573, 05/03/22 05:44:47,436,22.1,24.9
1574, 05/03/22 05:49:47,436,22.2,24.9
1575, 05/03/22 05:54:47,436,22.2,24.8
1576, 05/03/22 05:59:47,438,22.3,24.9
1577, 05/03/22 06:04:47,437,22.2,24.9
1578, 05/03/22 06:09:47,437,22.2,24.9
1579, 05/03/22 06:14:47,436,22.2,24.9
1580, 05/03/22 06:19:47,437,22.2,24.9
1581, 05/03/22 06:24:47,436,22.1,24.9
1582, 05/03/22 06:29:47,436,22.1,24.9
1583, 05/03/22 06:34:47,436,22.2,24.9
1584, 05/03/22 06:39:47,435,22.2,24.9
1585, 05/03/22 06:44:47,435,22.2,24.9
1586, 05/03/22 06:49:47,435,22.3,24.8
1587, 05/03/22 06:54:47,435,22.2,24.8
1588, 05/03/22 06:59:47,435,22.2,24.8
1589, 05/03/22 07:04:47,435,22.2,24.7
1590, 05/03/22 07:09:47,430,22.1,24.3
1591, 05/03/22 07:14:47,422,22,24.1
1592, 05/03/22 07:19:47,421,21.9,24
1593, 05/03/22 07:24:47,417,21.9,23.9
1594, 05/03/22 07:29:47,414,21.9,23.8
1595, 05/03/22 07:34:47,414,21.9,23.7
1596, 05/03/22 07:39:47,413,21.9,23.7
1597, 05/03/22 07:44:47,412,22,23.5
1598, 05/03/22 07:49:47,412,22,23.5
1599, 05/03/22 07:54:47,410,22,23.3
1600, 05/03/22 07:59:47,410,21.9,23.2
1601, 05/03/22 08:04:47,411,21.9,23.1
1602, 05/03/22 08:09:47,411,21.9,23.1
1603, 05/03/22 08:14:47,410,21.9,23.1
1604, 05/03/22 08:19:47,409,21.8,23.1
1605, 05/03/22 08:24:47,409,21.8,23
1606, 05/03/22 08:29:47,409,21.8,22.9
1607, 05/03/22 08:34:47,409,21.9,22.8
1608, 05/03/22 08:39:47,409,21.9,22.8
1609, 05/03/22 08:44:47,409,21.9,22.8
1610, 05/03/22 08:49:47,410,21.9,22.7
1611, 05/03/22 08:54:47,409,21.9,22.7
1612, 05/03/22 08:59:47,409,21.9,22.6
1613, 05/03/22 09:04:47,419,21.9,22.6
1614, 05/03/22 09:09:47,427,21.9,22.5
1615, 05/03/22 09:14:47,417,22,22.4
1616, 05/03/22 09:19:47,414,22,22.3
1617, 05/03/22 09:24:47,410,22,22.3
1618, 05/03/22 09:29:47,412,21.9,22.4
1619, 05/03/22 09:34:47,421,22,22.5
1620, 05/03/22 09:39:47,423,22,22.5
1621, 05/03/22 09:44:47,422,22.1,22.4
1622, 05/03/22 09:49:47,421,22.1,22.5
1623, 05/03/22 09:54:47,423,22.1,22.5
1624, 05/03/22 09:59:47,448,22.3,23.1
1625, 05/03/22 10:04:47,538,22.4,24
1626, 05/03/22 10:09:47,682,22.5,24.7
1627, 05/03/22 10:14:47,752,22.6,25.2
1628, 05/03/22 10:19:47,779,22.7,25.4
1629, 05/03/22 10:24:47,794,22.8,25.3
1630, 05/03/22 10:29:47,792,22.9,25.3
1631, 05/03/22 10:34:47,825,22.9,25.2
1632, 05/03/22 10:39:47,822,22.9,25.1
1633, 05/03/22 10:44:47,824,23,25.1
1634, 05/03/22 10:49:47,814,23,25
1635, 05/03/22 10:54:47,784,23,24.8
1636, 05/03/22 10:59:47,759,23,24.7
1637, 05/03/22 11:04:47,760,23.1,24.6
1638, 05/03/22 11:09:47,755,23.1,24.5
1639, 05/03/22 11:14:47,747,23.1,24.4
1640, 05/03/22 11:19:47,742,23.1,24.4
1641, 05/03/22 11:24:47,673,23.1,24.1
1642, 05/03/22 11:29:47,735,23.1,24.3
1643, 05/03/22 11:34:47,674,23.1,23.9
1644, 05/03/22 11:39:47,620,23.2,23.6
1645, 05/03/22 11:44:47,636,23.1,23.7
1646, 05/03/22 11:49:47,656,23.1,23.8
1647, 05/03/22 11:54:47,689,23.1,23.9
1648, 05/03/22 11:59:47,708,23.1,24.1
1649, 05/03/22 12:04:47,729,23.1,24
1650, 05/03/22 12:09:47,725,23.1,24.1
1651, 05/03/22 12:14:47,667,23.1,23.6
1652, 05/03/22 12:19:47,614,23,23.2
1653, 05/03/22 12:24:47,570,23,22.8
1654, 05/03/22 12:29:47,541,23,22.6
1655, 05/03/22 12:34:47,552,22.9,22.9
1656, 05/03/22 12:39:47,604,23,23.3
1657, 05/03/22 12:44:47,624,23,23
1658, 05/03/22 12:49:47,585,22.9,22.9
1659, 05/03/22 12:54:47,546,22.8,22.4
1660, 05/03/22 12:59:47,498,22.7,22.2
1661, 05/03/22 13:04:47,472,22.6,21.9
1662, 05/03/22 13:09:47,454,22.5,21.8
1663, 05/03/22 13:14:47,441,22.4,21.6
1664, 05/03/22 13:19:47,433,22.3,21.6
1665, 05/03/22 13:24:47,428,22.3,21.5
1666, 05/03/22 13:29:47,425,22.2,21.4
1667, 05/03/22 13:34:47,422,22.2,21.4
1668, 05/03/22 13:39:47,422,22.1,21.3
1669, 05/03/22 13:44:47,420,22.2,21.2
1670, 05/03/22 13:49:47,419,22.1,21.1
1671, 05/03/22 13:54:47,420,22.1,21.1
1672, 05/03/22 13:59:47,442,22.2,21.5
1673, 05/03/22 14:04:47,500,22.2,22
1674, 05/03/22 14:09:47,521,22.3,22.1
1675, 05/03/22 14:14:47,528,22.3,22.1
1676, 05/03/22 14:19:47,530,22.3,22.2
1677, 05/03/22 14:24:47,515,22.3,22
1678, 05/03/22 14:29:47,509,22.3,22
